temperature,humidity,rainfall,wind_speed,season,risk_level,disease_name,pest_name
39.36,90.47,69.28,6.21,Monsoon,Low,,Healthy
30.42,56.14,103.76,0.98,Summer,Medium,Armyworm,Stem Borer
26.53,51.1,89.66,12.6,Monsoon,Medium,Armyworm,Stem Borer
30.87,74.21,211.19,8.54,Monsoon,Medium,Aphids,Stem Borer
20.19,92.47,263.79,24.66,Winter,High,Blight,Powdery Mildew
26.34,75.23,227.57,4.8,Summer,High,Leaf Spot,Stem Borer
23.29,49.32,233.08,2.62,Monsoon,Low,,Stem Borer
36.49,91.01,165.56,13.1,Monsoon,High,Leaf Spot,Powdery Mildew
31.69,84.48,185.18,17.66,Monsoon,High,Leaf Spot,Powdery Mildew
22.19,64.85,30.8,21.2,Monsoon,Medium,Armyworm,Whitefly
34.83,87.77,152.64,3.34,Monsoon,High,Leaf Spot,Powdery Mildew
32.35,87.33,236.86,20.98,Monsoon,High,Blight,Powdery Mildew
28.78,82.5,122.34,3.32,Monsoon,Medium,Armyworm,Powdery Mildew
38.96,85.51,71.45,1.09,Monsoon,Low,,Healthy
25.92,68.77,170.59,2.16,Summer,Medium,Aphids,Stem Borer
27.15,68.4,115.47,11.9,Summer,Medium,Armyworm,Stem Borer
34.96,61.46,11.07,8.22,Monsoon,Medium,Armyworm,Aphids
34.68,78.64,84.39,7.78,Summer,Medium,Aphids,Stem Borer
26.31,79.69,183.34,14.03,Winter,High,Blight,Stem Borer
20.39,77.43,168.48,3.09,Monsoon,High,Leaf Spot,Stem Borer
27.88,76.7,204.84,10.69,Winter,High,Blight,Stem Borer
25.34,78.53,222.33,13.07,Summer,High,Leaf Spot,Stem Borer
26.92,87.48,176.84,18.95,Winter,High,Leaf Spot,Powdery Mildew
38.08,52.84,204.0,6.69,Winter,Low,,Stem Borer
26.86,83.83,167.51,15.09,Winter,High,Blight,Powdery Mildew
28.18,73.26,190.22,3.87,Monsoon,Medium,Armyworm,Stem Borer
31.25,56.35,93.38,8.82,Winter,Medium,Aphids,Stem Borer
34.07,59.85,49.39,14.44,Winter,Low,,Healthy
24.55,60.91,251.41,5.89,Monsoon,Medium,Aphids,Stem Borer
25.81,73.97,102.58,3.62,Monsoon,Medium,Aphids,Stem Borer
39.38,54.83,292.57,18.18,Monsoon,Low,,Stem Borer
29.6,76.68,260.01,17.34,Monsoon,High,Leaf Spot,Stem Borer
28.09,57.41,237.31,9.02,Monsoon,Low,,Stem Borer
28.67,62.51,192.86,9.86,Summer,Medium,Armyworm,Stem Borer
39.72,47.77,225.65,0.74,Monsoon,Low,,Stem Borer
21.77,53.02,7.46,2.03,Monsoon,Low,,Healthy
38.03,72.39,68.69,9.11,Winter,Medium,Aphids,Whitefly
33.48,91.65,142.2,16.47,Monsoon,High,Leaf Spot,Powdery Mildew
32.69,91.14,53.98,1.21,Winter,Low,,Healthy
21.99,78.88,186.37,21.18,Monsoon,High,Leaf Spot,Stem Borer
25.76,41.49,5.81,8.84,Winter,Low,,Healthy
24.2,54.37,266.71,9.26,Winter,Low,,Stem Borer
39.14,70.28,246.78,10.66,Monsoon,Medium,Aphids,Stem Borer
36.38,67.94,25.19,21.11,Monsoon,Medium,Armyworm,Aphids
32.84,89.49,161.36,17.92,Monsoon,High,Leaf Spot,Powdery Mildew
31.88,69.14,55.85,10.45,Monsoon,Medium,Aphids,Whitefly
27.33,64.66,16.65,20.91,Summer,Medium,Aphids,Whitefly
20.49,54.28,296.39,22.43,Winter,Low,,Stem Borer
23.33,86.42,216.24,13.65,Summer,High,Leaf Spot,Powdery Mildew
20.79,78.12,143.98,20.62,Winter,High,Leaf Spot,Stem Borer
31.67,91.95,190.08,9.22,Monsoon,High,Blight,Powdery Mildew
25.47,59.9,278.35,19.92,Summer,Low,,Stem Borer
22.53,45.32,265.04,12.14,Summer,Low,,Stem Borer
32.96,70.05,242.56,15.37,Winter,Medium,Armyworm,Stem Borer
25.38,94.9,259.57,13.06,Winter,High,Blight,Powdery Mildew
24.24,85.43,25.45,10.49,Monsoon,Low,,Healthy
39.68,78.38,225.69,5.97,Monsoon,High,Leaf Spot,Stem Borer
27.37,72.75,178.6,2.97,Summer,Medium,Aphids,Stem Borer
23.13,64.31,243.42,23.93,Monsoon,Medium,Aphids,Stem Borer
39.68,88.59,67.59,19.23,Winter,Low,,Healthy
27.75,45.58,89.68,5.09,Summer,Medium,Armyworm,Stem Borer
29.51,40.33,272.65,13.02,Winter,Low,,Stem Borer
34.31,59.87,185.97,15.26,Monsoon,Low,,Stem Borer
37.52,56.43,256.62,6.81,Winter,Low,,Stem Borer
26.03,52.2,288.58,22.73,Winter,Low,,Stem Borer
36.45,73.77,151.68,21.03,Winter,Medium,Aphids,Stem Borer
22.86,84.01,186.91,13.07,Winter,High,Leaf Spot,Powdery Mildew
28.39,43.99,181.58,3.58,Monsoon,Low,,Stem Borer
29.04,83.58,72.21,15.02,Monsoon,Low,,Healthy
22.53,67.78,291.21,23.84,Summer,Medium,Armyworm,Stem Borer
34.0,72.25,110.18,3.55,Winter,Medium,Aphids,Stem Borer
35.88,55.93,154.84,23.92,Summer,Low,,Stem Borer
35.34,86.68,276.36,14.0,Monsoon,High,Blight,Powdery Mildew
33.23,47.79,249.23,5.11,Summer,Low,,Stem Borer
31.33,63.5,219.68,19.07,Winter,Medium,Aphids,Stem Borer
22.66,86.53,260.3,4.17,Winter,High,Leaf Spot,Powdery Mildew
26.22,87.77,208.81,9.4,Winter,High,Leaf Spot,Powdery Mildew
20.35,47.73,154.99,19.31,Monsoon,Low,,Stem Borer
29.28,50.34,88.05,15.05,Summer,Medium,Armyworm,Stem Borer
30.56,84.4,120.03,23.38,Summer,Medium,Armyworm,Powdery Mildew
36.56,70.92,114.01,17.64,Summer,Medium,Armyworm,Stem Borer
21.64,77.01,220.34,21.0,Summer,High,Leaf Spot,Stem Borer
29.79,40.3,57.45,12.81,Monsoon,Low,,Healthy
28.22,79.97,253.33,7.62,Monsoon,High,Blight,Stem Borer
33.37,71.51,270.54,20.06,Summer,Medium,Aphids,Stem Borer
29.91,56.14,169.5,19.52,Winter,Low,,Stem Borer
37.53,78.43,53.48,12.19,Summer,Low,,Whitefly
30.24,75.06,243.51,11.78,Monsoon,High,Blight,Stem Borer
22.81,86.71,80.22,22.49,Monsoon,Medium,Aphids,Stem Borer
26.36,47.11,28.83,12.3,Winter,Low,,Healthy
21.23,61.62,209.64,24.18,Winter,Medium,Aphids,Stem Borer
24.59,91.25,119.15,2.63,Monsoon,Medium,Aphids,Powdery Mildew
37.7,75.85,139.62,1.76,Summer,Medium,Aphids,Stem Borer
32.76,84.97,185.8,6.78,Monsoon,High,Blight,Powdery Mildew
31.24,91.55,247.51,4.42,Monsoon,High,Leaf Spot,Powdery Mildew
26.92,67.48,134.75,0.54,Summer,Medium,Armyworm,Stem Borer
32.12,75.49,156.75,22.54,Winter,High,Blight,Stem Borer
29.21,75.66,80.62,16.98,Summer,Medium,Aphids,Stem Borer
31.14,42.12,81.93,3.52,Monsoon,Medium,Aphids,Stem Borer
24.81,48.68,72.65,15.15,Winter,Low,,Healthy
26.58,45.39,32.26,22.52,Monsoon,Low,,Healthy
28.62,76.39,147.91,17.26,Monsoon,High,Blight,Stem Borer
23.26,70.93,270.56,10.84,Summer,Medium,Aphids,Stem Borer
23.66,42.91,260.31,5.21,Summer,Low,,Stem Borer
35.39,51.73,74.48,14.25,Summer,Low,,Healthy
27.65,78.18,192.47,23.93,Summer,High,Blight,Stem Borer
34.48,45.92,3.87,3.52,Monsoon,Low,,Aphids
23.21,75.22,198.97,11.63,Winter,High,Blight,Stem Borer
29.17,88.59,86.98,18.56,Monsoon,Medium,Armyworm,Stem Borer
26.19,81.58,20.25,18.78,Winter,Low,,Healthy
28.02,61.62,112.32,22.13,Winter,Medium,Armyworm,Stem Borer
25.58,72.58,172.13,20.63,Monsoon,Medium,Aphids,Stem Borer
20.98,59.49,190.39,16.74,Summer,Low,,Stem Borer
35.19,62.67,98.04,8.74,Winter,Medium,Aphids,Stem Borer
25.6,72.84,22.81,14.9,Winter,Medium,Armyworm,Whitefly
21.82,89.03,247.27,5.77,Monsoon,High,Leaf Spot,Powdery Mildew
38.85,57.21,55.58,7.09,Summer,Low,,Healthy
26.38,75.95,232.66,3.72,Summer,High,Leaf Spot,Stem Borer
25.26,67.27,84.32,8.62,Monsoon,Medium,Armyworm,Stem Borer
29.04,52.85,202.16,20.32,Monsoon,Low,,Stem Borer
21.15,90.12,266.43,3.88,Winter,High,Leaf Spot,Powdery Mildew
26.35,82.25,280.29,16.67,Winter,High,Leaf Spot,Powdery Mildew
34.54,63.1,289.16,3.37,Monsoon,Medium,Armyworm,Stem Borer
26.56,60.43,147.19,5.18,Summer,Medium,Armyworm,Stem Borer
20.37,87.3,211.33,22.24,Monsoon,High,Leaf Spot,Powdery Mildew
31.19,93.52,23.85,1.71,Winter,Low,,Healthy
35.79,55.96,168.24,15.89,Summer,Low,,Stem Borer
29.1,58.25,1.2,22.54,Monsoon,Low,,Healthy
21.43,72.55,189.38,3.33,Monsoon,Medium,Armyworm,Stem Borer
33.72,70.91,123.28,23.23,Summer,Medium,Armyworm,Stem Borer
39.42,59.22,110.51,22.8,Summer,Medium,Aphids,Stem Borer
21.83,80.4,258.2,4.35,Monsoon,High,Leaf Spot,Powdery Mildew
25.71,45.4,94.57,12.55,Monsoon,Medium,Armyworm,Stem Borer
36.64,57.28,185.69,18.73,Winter,Low,,Stem Borer
22.07,51.95,144.35,2.53,Summer,Low,,Stem Borer
37.93,53.36,22.91,1.81,Summer,Low,,Aphids
35.81,60.64,70.34,2.09,Monsoon,Medium,Armyworm,Whitefly
24.29,51.55,92.91,4.03,Monsoon,Medium,Armyworm,Stem Borer
21.55,86.54,25.28,16.3,Summer,Low,,Healthy
31.34,67.76,239.26,21.51,Winter,Medium,Aphids,Stem Borer
29.71,91.14,213.68,3.96,Monsoon,High,Blight,Powdery Mildew
21.72,70.55,16.97,13.53,Monsoon,Medium,Aphids,Whitefly
27.73,77.44,85.83,20.64,Monsoon,Medium,Aphids,Stem Borer
26.88,84.95,218.96,16.76,Winter,High,Blight,Powdery Mildew
32.67,91.63,105.67,17.67,Summer,Medium,Aphids,Powdery Mildew
39.09,79.95,267.71,13.79,Summer,High,Leaf Spot,Stem Borer
36.45,86.14,14.58,14.17,Summer,Low,,Aphids
38.05,83.15,144.2,22.48,Monsoon,High,Leaf Spot,Powdery Mildew
32.25,88.73,143.69,16.53,Winter,High,Blight,Powdery Mildew
36.7,57.68,73.12,18.52,Summer,Low,,Healthy
31.98,81.19,126.43,4.39,Monsoon,Medium,Aphids,Powdery Mildew
29.87,65.6,25.16,4.87,Monsoon,Medium,Armyworm,Whitefly
23.1,84.93,219.01,6.61,Monsoon,High,Blight,Powdery Mildew
22.24,53.46,294.7,9.25,Summer,Low,,Stem Borer
30.82,72.49,240.51,6.24,Winter,Medium,Armyworm,Stem Borer
30.53,93.03,191.17,15.42,Summer,High,Blight,Powdery Mildew
24.48,77.68,23.37,16.93,Winter,Low,,Whitefly
36.91,94.25,252.57,13.85,Summer,High,Leaf Spot,Powdery Mildew
22.1,78.2,188.91,24.06,Winter,High,Leaf Spot,Stem Borer
22.36,71.42,58.29,7.03,Winter,Medium,Armyworm,Whitefly
22.31,67.26,19.67,22.85,Winter,Medium,Armyworm,Whitefly
31.5,90.75,248.08,13.3,Winter,High,Blight,Powdery Mildew
27.58,84.49,52.45,0.33,Summer,Low,,Healthy
24.9,94.73,39.93,3.69,Monsoon,Low,,Healthy
31.16,88.45,235.93,22.47,Summer,High,Blight,Powdery Mildew
25.89,59.56,4.97,24.04,Summer,Low,,Healthy
26.9,70.77,252.73,15.35,Monsoon,Medium,Armyworm,Stem Borer
38.05,92.28,298.76,10.79,Monsoon,High,Blight,Powdery Mildew
24.6,65.7,71.12,4.41,Summer,Medium,Aphids,Whitefly
34.66,78.9,298.1,18.05,Winter,High,Blight,Stem Borer
34.36,77.0,240.91,19.61,Winter,High,Leaf Spot,Stem Borer
36.46,49.58,180.75,22.5,Winter,Low,,Stem Borer
24.96,45.59,194.86,10.58,Winter,Low,,Stem Borer
35.13,67.32,159.91,12.37,Monsoon,Medium,Aphids,Stem Borer
34.72,55.41,120.39,21.99,Monsoon,Medium,Aphids,Stem Borer
27.88,56.65,93.42,14.81,Winter,Medium,Armyworm,Stem Borer
24.01,52.44,155.05,6.91,Summer,Low,,Stem Borer
32.44,59.92,216.89,0.78,Winter,Low,,Stem Borer
34.93,52.11,144.39,9.62,Winter,Low,,Stem Borer
39.07,76.32,182.57,23.51,Monsoon,High,Leaf Spot,Stem Borer
35.69,52.62,33.22,20.54,Winter,Low,,Aphids
24.96,72.55,237.26,19.29,Winter,Medium,Armyworm,Stem Borer
21.68,89.18,224.07,8.53,Summer,High,Blight,Powdery Mildew
29.29,82.72,226.81,18.06,Monsoon,High,Blight,Powdery Mildew
33.98,69.58,208.82,14.35,Summer,Medium,Aphids,Stem Borer
32.06,78.68,276.03,22.68,Monsoon,High,Blight,Stem Borer
31.53,54.68,229.44,14.25,Winter,Low,,Stem Borer
23.01,73.85,250.45,11.57,Winter,Medium,Armyworm,Stem Borer
23.25,50.25,248.37,0.47,Monsoon,Low,,Stem Borer
21.11,87.32,139.86,18.81,Winter,Medium,Aphids,Powdery Mildew
25.81,62.49,153.79,18.05,Summer,Medium,Aphids,Stem Borer
22.08,51.82,104.15,1.12,Summer,Medium,Aphids,Stem Borer
35.68,90.32,72.7,2.43,Winter,Low,,Healthy
34.33,59.51,171.88,14.54,Summer,Low,,Stem Borer
35.51,79.95,291.13,18.87,Monsoon,High,Leaf Spot,Stem Borer
24.33,42.19,204.64,12.59,Winter,Low,,Stem Borer
22.07,85.53,245.12,9.86,Winter,High,Leaf Spot,Powdery Mildew
30.92,46.0,67.32,12.33,Summer,Low,,Healthy
28.31,74.72,16.65,21.96,Winter,Medium,Armyworm,Whitefly
33.61,69.75,275.53,10.0,Summer,Medium,Aphids,Stem Borer
25.91,43.04,184.19,16.19,Winter,Low,,Stem Borer
33.8,57.87,253.21,8.83,Summer,Low,,Stem Borer
34.74,80.04,255.55,7.81,Winter,High,Blight,Powdery Mildew
30.84,58.24,50.51,22.05,Summer,Low,,Healthy
35.25,86.88,174.36,15.0,Summer,High,Blight,Powdery Mildew
28.58,56.03,223.08,10.95,Summer,Low,,Stem Borer
32.89,72.6,142.43,17.39,Monsoon,Medium,Armyworm,Stem Borer
31.28,92.97,163.15,14.09,Winter,High,Leaf Spot,Powdery Mildew
25.97,51.41,252.42,10.96,Summer,Low,,Stem Borer
33.42,55.8,70.5,4.59,Summer,Low,,Healthy
20.94,88.5,299.68,16.85,Winter,High,Leaf Spot,Powdery Mildew
21.09,91.92,24.95,23.25,Summer,Low,,Healthy
25.99,43.04,56.76,1.68,Winter,Low,,Healthy
37.94,82.87,279.2,3.96,Winter,High,Leaf Spot,Powdery Mildew
34.01,90.75,71.86,23.49,Winter,Low,,Healthy
27.29,58.88,281.87,10.71,Winter,Low,,Stem Borer
31.01,74.71,278.33,3.85,Monsoon,Medium,Aphids,Stem Borer
26.43,79.21,279.41,10.32,Winter,High,Blight,Stem Borer
22.0,87.27,62.57,13.6,Monsoon,Low,,Healthy
22.06,61.43,74.83,5.58,Summer,Medium,Aphids,Whitefly
32.63,67.33,146.59,12.54,Winter,Medium,Armyworm,Stem Borer
38.84,68.27,271.15,7.51,Summer,Medium,Aphids,Stem Borer
27.94,76.26,195.45,21.55,Summer,High,Blight,Stem Borer
20.81,50.91,233.9,13.29,Summer,Low,,Stem Borer
39.35,93.74,240.55,4.8,Monsoon,High,Leaf Spot,Powdery Mildew
24.8,93.21,284.76,24.56,Monsoon,High,Blight,Powdery Mildew
31.93,45.27,142.52,23.37,Winter,Low,,Stem Borer
27.26,57.59,177.44,9.17,Monsoon,Low,,Stem Borer
22.13,54.2,3.59,17.92,Monsoon,Low,,Healthy
29.74,92.06,292.45,6.77,Summer,High,Leaf Spot,Powdery Mildew
39.05,52.24,214.83,0.94,Monsoon,Low,,Stem Borer
34.43,93.3,26.94,22.06,Winter,Low,,Aphids
36.36,63.51,291.97,19.35,Monsoon,Medium,Aphids,Stem Borer
23.08,61.02,211.84,17.81,Winter,Medium,Armyworm,Stem Borer
20.13,77.63,8.19,12.25,Summer,Low,,Whitefly
22.25,81.48,217.06,16.92,Monsoon,High,Leaf Spot,Powdery Mildew
28.47,69.18,199.5,14.4,Monsoon,Medium,Aphids,Stem Borer
38.26,78.65,274.36,1.74,Monsoon,High,Leaf Spot,Stem Borer
32.76,49.07,119.94,18.03,Winter,Medium,Armyworm,Stem Borer
37.76,57.73,248.29,5.36,Monsoon,Low,,Stem Borer
37.79,49.07,269.87,19.56,Summer,Low,,Stem Borer
23.62,90.56,210.25,4.91,Summer,High,Blight,Powdery Mildew
31.84,79.1,22.18,7.81,Winter,Low,,Whitefly
38.9,89.29,287.84,5.56,Summer,High,Leaf Spot,Powdery Mildew
32.83,41.88,269.66,6.82,Winter,Low,,Stem Borer
31.53,86.2,282.51,11.67,Monsoon,High,Blight,Powdery Mildew
36.06,76.19,267.62,18.55,Monsoon,High,Blight,Stem Borer
22.89,44.51,129.49,1.75,Summer,Medium,Armyworm,Stem Borer
28.74,76.21,63.06,1.9,Winter,Low,,Whitefly
37.24,78.75,220.06,12.14,Monsoon,High,Blight,Stem Borer
26.1,68.4,169.79,10.37,Winter,Medium,Armyworm,Stem Borer
37.42,94.0,141.0,0.16,Monsoon,High,Leaf Spot,Powdery Mildew
32.44,49.82,236.53,10.81,Winter,Low,,Stem Borer
34.55,67.16,12.43,0.12,Summer,Medium,Armyworm,Aphids
25.08,81.55,236.69,21.08,Summer,High,Leaf Spot,Powdery Mildew
35.9,84.01,76.97,2.67,Winter,Low,,Healthy
23.78,78.52,227.08,1.54,Monsoon,High,Blight,Stem Borer
26.75,44.66,258.48,19.16,Summer,Low,,Stem Borer
20.32,82.74,218.92,21.61,Monsoon,High,Leaf Spot,Powdery Mildew
38.9,86.41,90.82,8.3,Monsoon,Medium,Aphids,Powdery Mildew
36.91,79.39,286.51,21.85,Summer,High,Leaf Spot,Stem Borer
29.88,70.69,66.52,22.2,Monsoon,Medium,Aphids,Whitefly
22.99,60.37,234.99,11.72,Summer,Medium,Armyworm,Stem Borer
21.82,45.35,175.22,22.69,Winter,Low,,Stem Borer
38.9,78.97,149.66,4.72,Winter,High,Leaf Spot,Stem Borer
27.56,75.94,55.63,1.74,Monsoon,Low,,Whitefly
36.0,51.49,221.91,6.89,Summer,Low,,Stem Borer
31.89,80.52,266.67,9.9,Monsoon,High,Leaf Spot,Powdery Mildew
39.34,50.23,195.76,22.0,Summer,Low,,Stem Borer
35.97,59.33,4.61,22.94,Winter,Low,,Aphids
29.13,66.54,296.11,5.51,Winter,Medium,Armyworm,Stem Borer
27.9,92.14,250.07,10.35,Winter,High,Leaf Spot,Powdery Mildew
29.16,75.65,245.08,3.94,Winter,High,Leaf Spot,Stem Borer
24.85,93.92,229.55,7.33,Monsoon,High,Blight,Powdery Mildew
38.44,83.73,132.97,3.48,Summer,Medium,Aphids,Powdery Mildew
35.96,49.72,68.36,22.82,Winter,Low,,Healthy
21.41,82.82,242.06,12.87,Winter,High,Leaf Spot,Powdery Mildew
37.76,91.38,66.5,6.16,Monsoon,Low,,Healthy
26.49,82.58,278.32,15.66,Summer,High,Leaf Spot,Powdery Mildew
24.84,56.15,194.68,16.24,Winter,Low,,Stem Borer
36.04,45.65,264.4,13.93,Winter,Low,,Stem Borer
32.43,50.87,74.46,19.03,Monsoon,Low,,Healthy
34.04,70.3,105.41,14.33,Summer,Medium,Armyworm,Stem Borer
29.26,93.12,277.96,13.11,Summer,High,Blight,Powdery Mildew
24.71,91.8,162.56,10.99,Winter,High,Blight,Powdery Mildew
21.12,68.62,57.54,5.62,Winter,Medium,Armyworm,Whitefly
31.38,62.34,185.95,8.28,Summer,Medium,Armyworm,Stem Borer
25.95,78.34,24.82,21.39,Winter,Low,,Whitefly
25.63,77.09,293.16,20.4,Winter,High,Blight,Stem Borer
29.43,55.71,79.02,0.07,Winter,Low,,Healthy
27.53,44.79,91.68,22.01,Winter,Medium,Aphids,Stem Borer
25.85,52.95,104.78,12.23,Winter,Medium,Aphids,Stem Borer
23.5,70.4,246.82,14.77,Summer,Medium,Armyworm,Stem Borer
25.22,74.2,166.15,7.18,Winter,Medium,Armyworm,Stem Borer
32.07,43.51,64.12,13.75,Monsoon,Low,,Healthy
39.38,45.42,107.15,9.36,Monsoon,Medium,Armyworm,Stem Borer
38.75,49.67,63.33,9.15,Summer,Low,,Healthy
28.38,41.51,286.72,16.6,Summer,Low,,Stem Borer
25.12,56.49,208.6,17.17,Monsoon,Low,,Stem Borer
28.35,51.03,0.35,17.48,Winter,Low,,Healthy
35.12,71.62,62.79,3.19,Winter,Medium,Armyworm,Whitefly
23.73,47.68,276.83,15.61,Monsoon,Low,,Stem Borer
36.77,78.98,165.12,13.41,Monsoon,High,Blight,Stem Borer
32.26,51.21,276.42,11.77,Monsoon,Low,,Stem Borer
35.89,49.85,168.35,8.07,Summer,Low,,Stem Borer
25.33,85.95,204.27,23.44,Winter,High,Leaf Spot,Powdery Mildew
33.56,75.57,190.63,10.83,Winter,High,Blight,Stem Borer
24.81,90.19,139.83,21.03,Monsoon,Medium,Aphids,Powdery Mildew
37.91,63.86,12.16,7.47,Winter,Medium,Aphids,Aphids
34.1,46.11,155.02,9.39,Summer,Low,,Stem Borer
23.16,92.55,230.91,2.08,Monsoon,High,Blight,Powdery Mildew
36.13,85.39,222.97,7.14,Monsoon,High,Blight,Powdery Mildew
38.24,62.1,144.85,21.7,Monsoon,Medium,Armyworm,Stem Borer
37.82,42.47,235.05,22.78,Winter,Low,,Stem Borer
24.97,94.08,158.21,16.93,Monsoon,High,Leaf Spot,Powdery Mildew
35.32,81.81,168.35,3.39,Summer,High,Leaf Spot,Powdery Mildew
27.48,90.7,207.62,9.76,Monsoon,High,Leaf Spot,Powdery Mildew
23.8,41.99,210.77,21.42,Monsoon,Low,,Stem Borer
22.67,62.5,111.26,5.97,Winter,Medium,Aphids,Stem Borer
31.89,90.64,203.58,18.14,Summer,High,Leaf Spot,Powdery Mildew
26.78,63.46,270.56,18.09,Winter,Medium,Armyworm,Stem Borer
35.93,56.51,217.87,16.74,Winter,Low,,Stem Borer
38.86,82.76,236.73,10.62,Summer,High,Blight,Powdery Mildew
37.55,81.27,141.21,1.05,Summer,High,Leaf Spot,Powdery Mildew
27.32,48.39,99.77,21.82,Winter,Medium,Armyworm,Stem Borer
35.25,81.92,153.36,12.61,Summer,High,Blight,Powdery Mildew
31.71,72.61,79.34,22.97,Summer,Medium,Aphids,Whitefly
27.4,51.85,128.52,3.76,Monsoon,Medium,Aphids,Stem Borer
34.46,78.05,253.47,10.47,Winter,High,Blight,Stem Borer
37.25,86.88,162.1,12.59,Monsoon,High,Leaf Spot,Powdery Mildew
36.69,73.14,156.53,1.51,Winter,Medium,Armyworm,Stem Borer
22.1,70.46,21.97,18.59,Winter,Medium,Aphids,Whitefly
20.29,76.77,289.55,24.49,Summer,High,Leaf Spot,Stem Borer
24.77,61.72,224.81,23.44,Monsoon,Medium,Aphids,Stem Borer
31.67,94.22,189.09,10.38,Winter,High,Blight,Powdery Mildew
25.32,71.11,274.04,2.74,Monsoon,Medium,Armyworm,Stem Borer
34.71,80.78,292.17,5.21,Summer,High,Leaf Spot,Powdery Mildew
33.1,69.35,143.95,11.05,Summer,Medium,Aphids,Stem Borer
27.44,81.54,75.99,17.92,Monsoon,Low,,Healthy
37.14,69.01,295.52,8.17,Monsoon,Medium,Aphids,Stem Borer
27.77,44.34,44.86,10.95,Monsoon,Low,,Healthy
29.53,52.42,296.72,21.39,Summer,Low,,Stem Borer
37.4,51.1,5.89,11.22,Winter,Low,,Aphids
28.67,44.89,291.56,17.32,Winter,Low,,Stem Borer
24.82,87.79,283.55,24.83,Summer,High,Blight,Powdery Mildew
31.4,83.56,149.0,19.98,Monsoon,High,Leaf Spot,Powdery Mildew
33.23,79.8,285.82,3.12,Summer,High,Blight,Stem Borer
36.94,76.91,189.35,12.04,Summer,High,Leaf Spot,Stem Borer
32.51,66.1,35.4,9.87,Summer,Medium,Aphids,Aphids
29.68,87.68,240.93,9.74,Winter,High,Leaf Spot,Powdery Mildew
35.44,44.5,171.76,21.65,Winter,Low,,Stem Borer
28.72,59.98,291.47,2.79,Summer,Low,,Stem Borer
30.93,93.63,140.8,14.79,Winter,High,Blight,Powdery Mildew
29.51,54.02,119.3,6.2,Summer,Medium,Armyworm,Stem Borer
39.21,87.62,205.92,19.53,Monsoon,High,Blight,Powdery Mildew
37.12,67.22,188.65,7.93,Monsoon,Medium,Aphids,Stem Borer
26.37,87.02,214.17,14.18,Monsoon,High,Leaf Spot,Powdery Mildew
31.42,41.47,201.37,19.02,Summer,Low,,Stem Borer
26.66,83.78,171.72,18.7,Winter,High,Leaf Spot,Powdery Mildew
31.98,44.0,62.33,12.8,Monsoon,Low,,Healthy
20.92,79.55,211.54,9.9,Summer,High,Blight,Stem Borer
25.51,74.35,240.91,13.97,Monsoon,Medium,Armyworm,Stem Borer
38.15,89.55,229.59,16.57,Winter,High,Leaf Spot,Powdery Mildew
30.53,61.11,41.89,21.93,Summer,Medium,Aphids,Whitefly
20.67,65.6,125.76,18.82,Monsoon,Medium,Armyworm,Stem Borer
32.89,73.02,180.04,18.39,Winter,Medium,Armyworm,Stem Borer
28.17,82.15,297.96,3.54,Summer,High,Blight,Powdery Mildew
27.31,56.77,39.75,9.08,Summer,Low,,Healthy
26.72,73.76,132.95,18.16,Monsoon,Medium,Armyworm,Stem Borer
21.33,93.93,251.61,23.0,Summer,High,Blight,Powdery Mildew
26.0,45.91,109.41,10.96,Monsoon,Medium,Aphids,Stem Borer
31.12,87.76,195.11,3.34,Winter,High,Leaf Spot,Powdery Mildew
21.78,85.27,235.36,15.18,Summer,High,Leaf Spot,Powdery Mildew
34.01,77.26,173.16,20.87,Summer,High,Blight,Stem Borer
24.48,94.6,216.72,13.08,Summer,High,Blight,Powdery Mildew
38.36,48.8,276.39,7.02,Winter,Low,,Stem Borer
26.57,78.12,44.06,18.73,Summer,Low,,Whitefly
34.52,85.31,205.21,10.52,Summer,High,Leaf Spot,Powdery Mildew
32.23,74.31,140.54,3.23,Winter,Medium,Aphids,Stem Borer
27.12,51.68,120.07,18.05,Summer,Medium,Armyworm,Stem Borer
24.05,46.43,180.75,19.45,Monsoon,Low,,Stem Borer
26.92,81.75,292.13,1.9,Monsoon,High,Blight,Powdery Mildew
23.43,76.15,272.09,22.08,Winter,High,Leaf Spot,Stem Borer
28.14,73.87,82.81,18.54,Winter,Medium,Aphids,Stem Borer
37.03,91.25,194.43,23.16,Winter,High,Blight,Powdery Mildew
38.85,86.1,159.33,9.84,Monsoon,High,Leaf Spot,Powdery Mildew
23.84,57.14,249.17,10.63,Summer,Low,,Stem Borer
24.57,86.74,233.15,12.83,Winter,High,Leaf Spot,Powdery Mildew
20.04,94.45,206.34,16.84,Winter,High,Leaf Spot,Powdery Mildew
32.52,88.19,249.21,3.07,Summer,High,Leaf Spot,Powdery Mildew
31.0,71.12,225.51,3.47,Summer,Medium,Aphids,Stem Borer
29.29,87.0,85.61,3.9,Summer,Medium,Armyworm,Stem Borer
30.4,50.88,144.04,13.8,Summer,Low,,Stem Borer
27.16,68.17,165.99,18.14,Monsoon,Medium,Aphids,Stem Borer
36.79,43.7,124.43,10.74,Winter,Medium,Aphids,Stem Borer
39.52,51.0,188.14,10.88,Monsoon,Low,,Stem Borer
37.66,91.97,58.06,10.91,Winter,Low,,Healthy
38.91,91.07,201.98,9.43,Summer,High,Leaf Spot,Powdery Mildew
